,norank,superkingdom,kingdom,phylum,subphylum,class,order,family,genus,species,subtree,subtree_rank
JQ390525,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Physidae_109669,Physella_175859,Physella acuta_109671,,phylum
KT992045,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Ostreida_6562,Ostreidae_6563,Saccostrea_33508,Saccostrea cucullata_36930,,phylum
MG543474,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Veneridae_6592,Dosinia_61344,Dosinia troscheli_870214,,phylum
HQ172157,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Chelidae_8461,Chelodina_44490,Chelodina oblonga_44492,,subphylum
MF491580,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus cuneolus_257322,,phylum
KY244079,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Solemyida_42656,Solemyidae_42657,Solemya_13267,Solemya elarraichensis_1345011,,phylum
MF491560,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus venulatus_289052,,phylum
OM719688,Chelonoidis nigra species complex_1137846,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Testudinidae_8487,Chelonoidis_904181,Chelonoidis phantasticus_1129807,,subphylum
KU878411,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Pachychilidae_218531,Tylomelania_232245,Tylomelania sarasinorum_232253,,phylum
MK548644,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Naticidae_208830,Neverita_488665,Neverita didyma_1027435,,phylum
KY824658,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Polyplacophora_6650,Chitonida_6652,Chaetopleuridae_57877,Chaetopleura_58793,Chaetopleura apiculata_58794,,phylum
MF001440,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Pomacanthidae_30862,Centropyge_109718,Centropyge vrolikii_109736,,class
JN865214,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Geoemydidae_328320,Cuora_72005,Cuora bourreti_241441,,subphylum
KP900974,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Pectinida_106218,Pectinidae_6566,Pecten_6578,Pecten albicans_106278,,phylum
MG744569,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Nassariidae_6483,Reticunassa_1885924,Reticunassa hiradoensis_2175871,,phylum
OK326863,Ovalentaria incertae sedis_1489909,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Pomacentridae_30863,Amphiprion_80969,Amphiprion ocellaris_80972,,class
AY345022,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Volvatellidae_158024,Ascobulla_158025,Ascobulla fragilis_195875,,phylum
MW484944,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Sepiida_551287,Sepiadariidae_243078,Sepioloidea_61741,Sepioloidea lineolata_61742,,phylum
KM233451,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Cristaria_165445,Cristaria plicata_165446,,phylum
KU873118,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Trigoniida_47536,Trigoniidae_47537,Neotrigonia_47538,Neotrigonia margaritacea_47539,,phylum
MW694826,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Cycloneritida_977767,Neritidae_52926,Clithon_119399,Clithon lentiginosum_1891254,,phylum
KY205708,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Trochida_2315720,Margaritidae_1955487,Margarites_479597,Margarites vorticiferus_1172988,,phylum
MG543473,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Veneridae_6592,Dosinia_61344,Dosinia altior_2184472,,phylum
MT628577,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Planorbidae_6524,Gyraulus_65076,Gyraulus laevis_1201560,,phylum
GU810158,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Cycloneritida_977767,Neritidae_52926,Nerita_52927,Nerita melanotragus_464123,,phylum
MG978992,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Cardiida_2783445,Psammobiidae_61354,Gari_457750,Gari elongata_1230573,,phylum
KY514384,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Planorbidae_6524,Planorbella_264246,Planorbella duryi_129831,,phylum
MT635133,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Ostreida_6562,Ostreidae_6563,Dendostrea_74440,Dendostrea sandvichensis_1168138,,phylum
MF491587,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus antoniaensis_2057115,,phylum
MW221941,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Lymnaeidae_6521,Lymnaea_6522,Lymnaea stagnalis_6523,,phylum
MT080810,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Octopoda_6638,Octopodidae_6647,Amphioctopus_505395,Amphioctopus neglectus_2652711,,phylum
KM192126,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Mytilus_6548,Mytilus trossulus_6551,,phylum
DQ080043,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Testudinidae_8487,Indotestudo_74919,Indotestudo elongata_74920,,subphylum
OM910834,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Myida_278205,Xylophagaidae_183505,Xylophaga_183506,Xylophaga oregona_2584329,,phylum
KM192130,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Mytilus_6548,Mytilus trossulus_6551,,phylum
LT599486,Chelonoidis nigra species complex_1137846,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Testudinidae_8487,Chelonoidis_904181,Chelonoidis vicina_106731,,subphylum
KY321561,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Pectinida_106218,Pectinidae_6566,Argopecten_31198,Argopecten purpuratus_228297,,phylum
AJ404872,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Crocodylia_1294634,Alligatoridae_1294636,Caiman_8497,Caiman crocodilus_8499,,subphylum
LC127067,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Cycloneritida_977767,Neritidae_52926,Clithon_119399,Clithon retropictum_2094009,,phylum
MT919640,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Nudibranchia_70849,Chromodorididae_71294,Cadlina_71295,Cadlina koreana_2826128,,phylum
AP014553,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Vesicomyidae_6588,Ectenagena_62880,Ectenagena laubieri_48166,,phylum
MW464617,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Cuneopsis_165447,Cuneopsis celtiformis_340328,,phylum
MT026713,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Semimytilus_390824,Semimytilus algosus_390825,,phylum
MF004314,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sciaenidae_30870,Atrobucca_1003938,Atrobucca nibe_1003939,,class
OM910805,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Myida_278205,Teredinidae_114952,Bankia_120362,Bankia setacea_693219,,phylum
AP014544,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Plakobranchidae_71492,Plakobranchus_259541,Plakobranchus ocellatus_259542,,phylum
HM856634,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Margaritiferidae_47529,Margaritifera_47530,Margaritifera falcata_52361,,phylum
MT628587,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Cycloneritida_977767,Neritidae_52926,Theodoxus_55033,Theodoxus fluviatilis_120472,,phylum
MT648776,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Popenaias_301920,Popenaias popeii_301921,,phylum
KP898263,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Pomacanthidae_30862,Apolemichthys_109716,Apolemichthys griffisi_1680563,,class
JN619347,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Systellommatophora_36931,Veronicellidae_74074,Rhopalocaulis_1094771,Rhopalocaulis grandidieri_1094772,,phylum
KX298888,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Trochida_2315720,Phasianellidae_1756886,Phasianella_335752,Phasianella australis_335753,,phylum
KY067441,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Lanceolaria_120562,Lanceolaria gladiola_265751,,phylum
AY874540,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Geoemydidae_328320,Cuora_72005,Cuora aurocapitata_72008,,subphylum
MW927710,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Stylommatophora_6527,Arionidae_6540,Arion_6542,Arion ater_145126,,phylum
HM856638,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Lasmigona_52388,Lasmigona compressa_85051,,phylum
MT240810,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus canariensis_2750724,,phylum
HM347668,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Hyriopsis_165449,Hyriopsis cumingii_165450,,phylum
KY007142,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Parvasolenaia_2856489,Parvasolenaia rivularis_1491190,,phylum
DQ238599,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Lottiidae_69676,Lottia_72691,Lottia digitalis_225159,,phylum
KY007143,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Solenaia_165459,Solenaia oleivora_165460,,phylum
KT581981,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Octopoda_6638,Octopodidae_6647,Octopus_6643,Octopus bimaculatus_37652,,phylum
MW026682,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sciaenidae_30870,Chrysochir_443773,Chrysochir aureus_443774,,class
KM503121,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Architaenioglossa_75116,Viviparidae_54976,Cipangopaludina_57623,Cipangopaludina cathayensis_570432,,phylum
AJ400734,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Mammalia_40674,,Tenrecidae_9369,Echinops_9370,Echinops telfairi_9371,,class
MF407676,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Mytilus_6548,Mytilus edulis_6550,,phylum
MW662595,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Veneridae_6592,Venus_55714,Venus verrucosa_55715,,phylum
KY705230,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Chelidae_8461,Chelodina_44490,Chelodina expansa_665104,,subphylum
JF284694,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Pomatiopsidae_56139,Oncomelania_56140,Oncomelania hupensis_56141,,phylum
MT127796,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Cardiida_2783445,Cardiidae_55708,Tridacna_52939,Tridacna crocea_80833,,phylum
U09810,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Polyplacophora_6650,Chitonida_6652,Mopaliidae_34585,Katharina_34586,Katharina tunicata_34587,,phylum
MT727030,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Crocodylia_1294634,Crocodylidae_8493,Crocodylus_8500,Crocodylus suchus_1314694,,subphylum
AY588938,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Lepetellida_2315723,Haliotidae_6451,Haliotis_6452,Haliotis rubra_36100,,phylum
L42813,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Ceratodontiformes_2823314,Protopteridae_7884,Protopterus_7885,Protopterus annectens_7888,,subphylum
KT445895,Carangaria incertae sedis_1489905,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sphyraenidae_27769,Sphyraena_13691,Sphyraena jello_445362,,class
MF491585,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus regonae_289048,,phylum
HM015198,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Ostreida_6562,Ostreidae_6563,Crassostrea_6564,Crassostrea nippona_121615,,phylum
MH140430,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Buccinidae_37796,Antarctoneptunea_619947,Antarctoneptunea aurora_619948,,phylum
KR349919,Carangaria incertae sedis_1489905,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Centropomidae_8184,Lates_8186,Lates calcarifer_8187,,class
MW550295,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Muricidae_39476,Indothais_1345146,Indothais javanica_2706817,,phylum
KY705233,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Chelidae_8461,Chelodina_44490,Chelodina pritchardi_904178,,subphylum
KU530212,Ovalentaria incertae sedis_1489909,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Embiotocidae_50791,Embiotoca_100189,Embiotoca jacksoni_100190,,class
EU861052,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Malacanthidae_30851,Branchiostegus_270561,Branchiostegus japonicus_270562,,class
MH748151,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Geoemydidae_328320,Geoemyda_204959,Geoemyda spengleri_74936,,subphylum
MT723966,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Littorinidae_31212,Littorina_31213,Littorina brevicula_45748,,phylum
MN885884,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Strombidae_69694,Harpago_2705404,Harpago chiragra_387445,,phylum
HM856635,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Utterbackia_52382,Utterbackia peninsularis_872316,,phylum
GQ225110,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Teuthida_551290,Loliginidae_6615,Doryteuthis_1051063,Doryteuthis opalescens_1051066,,phylum
LC107880,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Lepetellida_2315723,Lepetodrilidae_47540,Lepetodrilus_47541,Lepetodrilus nux_505977,,phylum
KT428877,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Octopoda_6638,Octopodidae_6647,Amphioctopus_505395,Amphioctopus aegina_515815,,phylum
MN639354,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Veneridae_6592,Macridiscus_900989,Macridiscus semicancellata_900992,,phylum
JX050180,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Lamprotula_165451,Lamprotula coreana_675834,,phylum
DQ399833,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Mytilus_6548,Mytilus galloprovincialis_29158,,phylum
KU097333,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Veneridae_6592,Cyclina_120565,Cyclina sinensis_120566,,phylum
MF401379,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Architaenioglossa_75116,Ampullariidae_54973,Pomacea_72702,Pomacea maculata_1245466,,phylum
MN528028,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Cardiida_2783445,Tellinidae_52798,Limecola_1903274,Limecola balthica_1903275,,phylum
KU873121,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Hyriidae_96925,Echyridella_981777,Echyridella menziesii_981778,,phylum
MN864059,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Polyplacophora_6650,Chitonida_6652,Mopaliidae_34585,Dendrochiton_430704,Dendrochiton gothicus_1503214,,phylum
OK413207,Clupeocephala_186625,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,Cypriniformes_7952,,Paedocypris_432420,Paedocypris progenetica_643344,,order
AB675082,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Sepiida_551287,Sepiidae_6608,Sepiella_153279,Sepiella japonica_279094,,phylum
KM401549,Cyprinoidei intergeneric hybrids_564289,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,Cypriniformes_7952,,,Ctenopharyngodon idellus x Elopichthys bambusa_1564186,,order
AM493870,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Crocodylia_1294634,Alligatoridae_1294636,Paleosuchus_38657,Paleosuchus palpebrosus_84099,,subphylum
KY776443,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Chelidae_8461,Emydura_44499,Emydura macquarii_90392,,subphylum
DQ665851,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Pectinida_106218,Pectinidae_6566,Argopecten_31198,Argopecten irradians_31199,,phylum
KY679829,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Architaenioglossa_75116,Viviparidae_54976,Viviparus_54977,Viviparus chui_2023714,,phylum
MF491600,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus navarroi_308507,,phylum
JX218031,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Geoemydidae_328320,Cyclemys_74915,Cyclemys fusca_1138843,,subphylum
KT992044,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Ostreida_6562,Ostreidae_6563,Saccostrea_33508,Saccostrea cucullata_36930,,phylum
KP893075,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Teuthida_551290,Loliginidae_6615,Sepioteuthis_34569,Sepioteuthis lessoniana_34570,,phylum
MT937083,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Strombidae_69694,Laevistrombus_906838,Laevistrombus canarium_2781991,,phylum
MW242815,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Physunio_1835354,Physunio superbus_2494254,,phylum
MT240814,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Varioconus_1340132,Varioconus mercator_289040,,phylum
AP006806,Carangaria incertae sedis_1489905,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Toxotidae_30876,Toxotes_270536,Toxotes chatareus_270537,,class
MK433193,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Naticidae_208830,Mammilla_1248729,Mammilla kurodai_2713604,,phylum
MN885919,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Crocodylia_1294634,Crocodylidae_8493,Osteolaemus_184241,Osteolaemus tetraspis_184242,,subphylum
EU827194,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Muricidae_39476,Bolinus_179645,Bolinus brandaris_179646,,phylum
MF568514,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Caudofoveata_52919,Chaetodermatida_53693,Chaetodermatidae_53689,Falcidens_370641,Falcidens acutargatus_2079778,,phylum
